G_sol,DeltaG_sol,volume,sol_dip,O_charges,C_charges,Most_neg,Most_pos,Het_charges,MW,SASA,LogS
-23547.8901,-31.3988,244.836,0.00219346,0,-0.3909,-0.1217,0.08104,-0.2433,223.1012,408.0617371,-6.56
-22508.7407,-50.1159,227.04,0.0658703,0,-0.05567,-0.07938,0.07319,0,162.2742,383.672699,-5.23
-27726.2421,-28.5992,312.023,2.90889,-1.563,1.05107,-0.44332,0.43674,-1.98778,263.2926,498.6098328,-1.349
-30012.0465,-409.8594,368.473,9.17598,-0.44648,0.5152,-0.44648,0.66201,-1.42655,329.3209,562.6322021,-4.44
-27979.3356,24.5699,307.673,7.99705,-1.56432,0.12802,-0.78983,1.90814,-1.33749,278.3282,501.8950806,-2.27725
-23274.8343,13.0072,254.525,2.27577,0,-0.63515,-0.36304,0.20425,-0.36304,217.2696,404.5418396,-0.61272
-29782.2713,224.7478,381.334,7.43803,-0.45398,0.58956,-0.45398,0.36276,-1.28821,307.3944,575.1503296,-1.297
-25764.9876,459.5432,254.065,4.9662,-1.42036,0.98591,-0.40848,0.54394,-1.27668,214.2206,430.449646,-4.331
-25596.4876,68.6031,267.028,2.01547,-0.76611,0.25616,-0.44747,0.38516,-0.76611,186.2936,485.3204651,-3.55
-21853.5651,48.1538,172.485,4.3667,-1.2427,0.78711,-0.48795,0.37142,-1.94453,146.1456,317.3765259,-0.55
-31111.8098,-788.8264,384.252,6.41842,-1.18199,1.59799,-0.47824,0.47072,-2.47601,351.3522,560.2598267,-2.3328
-20590.5791,-69.4921,159.921,0.0107252,0,-0.21218,-0.13072,0.0613,0,98.1876,333.22052,-3.73
-26395.428,-39.5752,266.556,9.66165,-3.47505,-1.14793,-0.7876,1.94937,-0.0608,283.3318,426.7894592,-1.589
-28934.4266,117.4627,307.789,3.77918,-1.03141,0.99295,-0.38885,0.36631,-1.69059,318.5433,466.1365662,-5.03
-19581.5256,5.0024,161.917,0.019152,0,0.03598,-0.12932,0.05259,0,100.2034,301.1340332,-4.36
-36795.6109,166.7459,505.088,11.8371,-2.49933,0.84383,-0.77417,1.91123,-2.46231,445.5354,771.5485229,-5.4881
-22796.5336,166.0655,193.091,7.34843,-0.78656,-0.29955,-0.39465,0.52402,-0.26254,173.1708,348.5960083,-3.824
-20652.0244,16.7073,158.648,3.47575,-0.30638,0.40732,-0.34031,0.29036,-0.86079,142.1752,304.7593689,-2.45
-19653.9149,12.2079,158.408,1.25272,0,0.35393,-0.37072,0.09328,-0.37072,101.1912,318.6445923,-0.14
-26299.5018,-5.3731,333.525,3.06734,-0.35837,-0.38839,-0.36906,0.20828,-0.72743,267.37,484.0611877,-1.386
-37434.1096,497.7903,549.275,9.47651,-2.76983,0.78547,-0.77421,1.91223,-2.41,494.0043,820.3442993,-5.09
-28200.7782,5.6402,292.426,8.04177,-2.00202,0.52071,-0.60926,1.07279,-1.02197,277.2313,474.7462769,-4.14976
-25547.9087,27.8655,262.71,2.71043,-1.09138,0.40269,-0.44592,0.43622,-1.09138,208.2566,465.2845154,-3.813
-30146.769,-329.0945,333.063,3.43526,0,0.06729,-0.09259,0.11022,-0.45453,360.8816,485.8082886,-7.659992
-19110.6628,-58.4017,112.564,1.83988,-0.80931,0.69326,-0.48332,0.52183,-1.22721,103.0804,250.5993347,-0.85
-21558.62,252.8999,164.903,2.80639,-0.69789,0.30609,-0.39757,0.35678,-0.69789,136.15,323.0278931,-1.49
-29889.1016,543.2065,356.936,5.06689,-2.16789,0.25038,-0.76994,1.88535,-1.27595,351.3944,542.7979736,-2.99568
-30270.1758,308.6197,353.809,2.3114,-1.43052,1.02066,-0.3897,0.67459,-1.39884,335.2823,519.8405762,-5.68
-25180.3554,-65.5897,277.194,5.25509,-0.91537,0.88122,-0.46357,0.50142,-1.53724,234.2974,453.0004883,-4.59
-17889.4991,8.9072,105.855,3.04336,-0.37879,0.23208,-0.37879,0.3019,-0.37879,72.1066,252.3025055,-0.01
-17729.9786,-2.2429,104.457,3.11868,-0.37023,0.21254,-0.37023,0.25428,-0.37023,72.1066,249.5191193,0.52
-27653.21,65.5157,337.132,1.86094,-1.1773,0.95175,-0.44096,0.4365,-1.58148,263.3358,500.6204224,-3.341
-24521.2552,-27.9674,262.735,0.0487726,0,-0.6198,-0.09572,0.07196,0,206.2866,436.2971191,-6.89
-17981.4444,-5.1278,112.34,1.71752,-0.39226,0.17334,-0.39226,0.21181,-0.39226,74.1224,255.2703552,0.04
-27294.2293,-116.4033,328.061,6.18017,-0.25817,0.28121,-0.25817,0.12335,-0.82118,389.3199,442.5428467,-6.151085
-36016.8725,-159.0484,502.817,3.69937,-0.93048,0.67991,-0.40963,0.66462,-1.78062,449.8562,742.619751,-8.179996
-24315.3222,753.0879,202.519,6.56048,-1.8156,0.2184,-0.38463,0.53157,-0.75381,198.1348,355.7371521,-1.46
-27442.6916,105.5227,326.791,2.92169,-1.53865,0.83186,-0.49242,0.50455,-1.91131,265.3084,515.7813721,-2.1549
-22668.0223,-17.7237,218.713,0.0340903,0,-0.59212,-0.10752,0.07833,0,168.2378,389.8683777,-4.62
-29382.3655,-65.6502,331.903,9.3275,-2.10108,0.81956,-0.78846,1.90831,-2.01373,310.327,530.7507324,-2.96
-28650.0306,-74.7287,326.331,7.62025,-2.46905,0.12813,-0.79414,1.92006,-1.68165,330.7423,521.4887085,-3.80528
